ID,Customer Age (in months),CHI Score Month 0,CHI Score 0-1,Support Cases Month 0,Support Cases 0-1,SP Month 0,SP 0-1,Logins 0-1,Blog Articles 0-1,Views 0-1, Days Since Last Login 0-1,"Churn (1 = Yes, 0 = No)",
3587.00,11.00,111.00,27.00,0.00,-2.00,0.00,-3.00,-9.00,1.00,692.00,3.00,0.00,
3588.00,11.00,90.00,4.00,0.00,0.00,0.00,0.00,-29.00,-1.00,-37.00,5.00,0.00,
3589.00,6.00,144.00,2.00,0.00,-2.00,0.00,-3.00,-3.00,0.00,91.00,-1.00,0.00,
3590.00,11.00,177.00,2.00,0.00,0.00,0.00,0.00,19.00,0.00,-178.00,0.00,0.00,
3591.00,11.00,60.00,-1.00,0.00,0.00,0.00,0.00,45.00,0.00,-9.00,-1.00,0.00,
3592.00,10.00,139.00,-16.00,0.00,0.00,0.00,0.00,-10.00,-1.00,69.00,0.00,0.00,
3593.00,7.00,23.00,-12.00,0.00,0.00,0.00,0.00,-5.00,0.00,-83.00,10.00,0.00,
3594.00,10.00,52.00,-15.00,0.00,0.00,0.00,0.00,-4.00,0.00,465.00,0.00,0.00,
3595.00,11.00,143.00,-3.00,4.00,1.00,2.75,-0.25,-3.00,-2.00,-206.00,0.00,0.00,
3596.00,10.00,178.00,3.00,2.00,1.00,3.00,0.00,67.00,0.00,-650.00,0.00,0.00,
3597.00,9.00,88.00,21.00,5.00,5.00,3.00,3.00,114.00,0.00,-95.00,-1.00,0.00,
3598.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
3599.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,-1.00,2.00,0.00,
3600.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
3601.00,7.00,117.00,31.00,1.00,-1.00,3.00,0.00,65.00,4.00,-1.00,-1.00,0.00,
3602.00,3.00,10.00,10.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,
3603.00,3.00,66.00,66.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,
3604.00,9.00,0.00,-78.00,0.00,0.00,0.00,0.00,-4.00,-2.00,-915.00,3.00,1.00,
3605.00,10.00,208.00,-14.00,2.00,0.00,3.00,0.00,91.00,-9.00,-168.00,0.00,0.00,
3606.00,10.00,104.00,8.00,2.00,1.00,3.00,0.00,73.00,0.00,-36.00,-1.00,0.00,
3607.00,10.00,163.00,36.00,1.00,1.00,2.00,2.00,-3.00,1.00,-420.00,-2.00,0.00,
3608.00,10.00,73.00,-25.00,0.00,0.00,0.00,0.00,-11.00,0.00,-2060.00,-1.00,0.00,
3609.00,10.00,188.00,15.00,2.00,-1.00,3.00,0.00,67.00,0.00,-113.00,-1.00,0.00,
3610.00,10.00,94.00,-57.00,0.00,0.00,0.00,0.00,-22.00,-1.00,-157.00,0.00,0.00,
3611.00,10.00,188.00,16.00,2.00,1.00,3.00,0.00,152.00,8.00,70.00,0.00,0.00,
3612.00,9.00,145.00,50.00,0.00,0.00,0.00,0.00,110.00,0.00,8.00,0.00,0.00,
3613.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
3614.00,10.00,139.00,-40.00,1.00,0.00,3.00,0.00,49.00,-4.00,-625.00,0.00,0.00,
3615.00,10.00,38.00,-47.00,0.00,0.00,0.00,0.00,-4.00,-2.00,-10.00,-3.00,0.00,
3616.00,10.00,130.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,-580.00,1.00,0.00,
3617.00,9.00,16.00,-70.00,0.00,0.00,0.00,0.00,-3.00,-1.00,-29.00,-18.00,0.00,
3618.00,9.00,90.00,15.00,0.00,0.00,0.00,0.00,3.00,0.00,15.00,23.00,0.00,
3619.00,10.00,91.00,15.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,
3620.00,10.00,63.00,-10.00,0.00,-6.00,0.00,-3.00,-26.00,0.00,-5.00,2.00,0.00,
3621.00,9.00,126.00,5.00,0.00,0.00,0.00,0.00,-10.00,0.00,1009.00,5.00,0.00,
3622.00,9.00,92.00,-36.00,0.00,0.00,0.00,0.00,-4.00,-1.00,-18.00,-3.00,0.00,
3623.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.00,0.00,
3624.00,10.00,160.00,-6.00,0.00,-2.00,0.00,-3.00,12.00,-2.00,-372.00,0.00,0.00,
3625.00,10.00,137.00,-3.00,0.00,0.00,0.00,0.00,-2.00,-2.00,0.00,13.00,0.00,
3626.00,8.00,96.00,7.00,0.00,0.00,0.00,0.00,-8.00,0.00,124.00,-8.00,1.00,
3627.00,10.00,175.00,20.00,2.00,-1.00,3.00,0.00,-19.00,0.00,-883.00,0.00,0.00,
3628.00,10.00,181.00,-2.00,1.00,1.00,3.00,3.00,28.00,0.00,126.00,0.00,0.00,
3629.00,10.00,79.00,-13.00,0.00,0.00,0.00,0.00,-67.00,-5.00,0.00,0.00,0.00,
3630.00,10.00,27.00,25.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,31.00,0.00,
3631.00,10.00,64.00,-10.00,0.00,0.00,0.00,0.00,13.00,0.00,-43.00,-5.00,0.00,
3632.00,10.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.00,31.00,0.00,
3633.00,10.00,215.00,26.00,6.00,5.00,3.00,0.00,46.00,0.00,-2.00,0.00,0.00,
3634.00,10.00,51.00,-15.00,2.00,1.00,3.00,1.00,3.00,0.00,-69.00,10.00,0.00,
3635.00,9.00,116.00,11.00,0.00,0.00,0.00,0.00,70.00,1.00,-6.00,0.00,0.00,
3636.00,10.00,126.00,-26.00,1.00,0.00,3.00,0.00,22.00,0.00,482.00,-1.00,0.00,
3637.00,9.00,160.00,51.00,1.00,1.00,2.00,2.00,4.00,1.00,28.00,2.00,0.00,
3638.00,10.00,33.00,32.00,0.00,0.00,0.00,0.00,-4.00,0.00,0.00,1.00,0.00,
3639.00,10.00,73.00,-6.00,0.00,0.00,0.00,0.00,-12.00,0.00,-4.00,-2.00,0.00,
3640.00,7.00,137.00,11.00,1.00,-3.00,3.00,0.00,7.00,-1.00,1395.00,-56.00,0.00,
3641.00,10.00,151.00,26.00,0.00,0.00,0.00,0.00,42.00,1.00,2.00,0.00,0.00,
3642.00,10.00,57.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,-2.00,2.00,0.00,
3643.00,10.00,109.00,-53.00,0.00,-1.00,0.00,-3.00,34.00,-1.00,504.00,-1.00,0.00,
3644.00,10.00,57.00,-10.00,0.00,0.00,0.00,0.00,-7.00,0.00,-35.00,-11.00,0.00,
3645.00,10.00,64.00,-39.00,0.00,0.00,0.00,0.00,-4.00,0.00,-471.00,-3.00,0.00,
3646.00,9.00,68.00,0.00,0.00,0.00,0.00,0.00,13.00,8.00,-60.00,0.00,0.00,
3647.00,9.00,15.00,-15.00,0.00,0.00,0.00,0.00,-4.00,0.00,161.00,-72.00,0.00,
3648.00,10.00,109.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,573.00,11.00,0.00,
3649.00,10.00,193.00,5.00,0.00,-1.00,0.00,-3.00,52.00,1.00,80.00,0.00,0.00,
3650.00,10.00,162.00,-7.00,1.00,0.00,3.00,0.00,20.00,0.00,46.00,0.00,0.00,
3651.00,9.00,109.00,-11.00,0.00,-1.00,0.00,-3.00,9.00,0.00,26.00,1.00,0.00,
3652.00,9.00,139.00,-4.00,0.00,-4.00,0.00,-3.50,45.00,0.00,128.00,0.00,0.00,
3653.00,10.00,110.00,0.00,1.00,-1.00,3.00,0.00,13.00,0.00,6.00,3.00,0.00,
3654.00,8.00,178.00,-17.00,0.00,-3.00,0.00,-3.00,54.00,10.00,156.00,-5.00,0.00,
3655.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,31.00,0.00,
3656.00,10.00,83.00,40.00,0.00,0.00,0.00,0.00,2.00,5.00,0.00,1.00,0.00,
3657.00,8.00,89.00,-69.00,2.00,2.00,3.00,3.00,37.00,-1.00,5.00,-3.00,0.00,
3658.00,9.00,136.00,-2.00,0.00,0.00,0.00,0.00,166.00,1.00,315.00,0.00,0.00,
3659.00,9.00,181.00,12.00,0.00,-4.00,0.00,-3.00,-17.00,-2.00,298.00,0.00,0.00,
3660.00,8.00,98.00,52.00,1.00,1.00,3.00,3.00,4.00,2.00,32.00,3.00,0.00,
3661.00,8.00,174.00,-7.00,0.00,-2.00,0.00,-3.00,21.00,-2.00,783.00,0.00,0.00,
3662.00,9.00,109.00,-46.00,0.00,-1.00,0.00,-3.00,-14.00,-1.00,52.00,3.00,0.00,
3663.00,10.00,164.00,4.00,3.00,-5.00,2.67,-0.33,27.00,7.00,234.00,-1.00,0.00,
3664.00,10.00,218.00,27.00,0.00,0.00,0.00,0.00,12.00,1.00,-219.00,0.00,0.00,
3665.00,10.00,8.00,0.00,1.00,1.00,3.00,3.00,2.00,0.00,-6.00,3.00,0.00,
3666.00,9.00,123.00,13.00,0.00,0.00,0.00,0.00,7.00,-2.00,-2.00,-1.00,0.00,
3667.00,10.00,64.00,4.00,2.00,0.00,3.00,0.00,76.00,0.00,0.00,0.00,0.00,
3668.00,7.00,73.00,-61.00,0.00,-2.00,0.00,-3.00,-16.00,-2.00,21.00,-1.00,1.00,
3669.00,10.00,6.00,-6.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,4.00,0.00,
3670.00,10.00,117.00,16.00,0.00,0.00,0.00,0.00,93.00,-1.00,55.00,0.00,1.00,
3671.00,10.00,0.00,-40.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,31.00,0.00,
3672.00,10.00,248.00,6.00,2.00,-7.00,3.00,0.11,94.00,3.00,1125.00,0.00,0.00,
3673.00,10.00,177.00,-6.00,2.00,2.00,3.00,3.00,58.00,-1.00,1526.00,0.00,0.00,
3674.00,9.00,139.00,38.00,0.00,0.00,0.00,0.00,7.00,1.00,73.00,6.00,0.00,
3675.00,9.00,113.00,5.00,0.00,-2.00,0.00,-3.00,41.00,0.00,-362.00,6.00,0.00,
3676.00,9.00,56.00,-2.00,0.00,0.00,0.00,0.00,-4.00,0.00,-16.00,0.00,0.00,
3677.00,9.00,71.00,1.00,0.00,0.00,0.00,0.00,9.00,0.00,-248.00,6.00,0.00,
3678.00,6.00,126.00,4.00,5.00,3.00,3.00,0.00,-10.00,-1.00,-26.00,2.00,0.00,
3679.00,10.00,141.00,6.00,3.00,2.00,2.67,0.67,123.00,0.00,-90.00,0.00,0.00,
3680.00,10.00,140.00,27.00,1.00,1.00,3.00,3.00,1.00,2.00,56.00,-1.00,0.00,
3681.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
3682.00,5.00,73.00,26.00,5.00,5.00,3.00,3.00,98.00,0.00,36.00,-6.00,1.00,
3683.00,10.00,136.00,-40.00,1.00,1.00,0.00,0.00,-18.00,-1.00,-156.00,-2.00,0.00,
3684.00,10.00,59.00,-17.00,0.00,0.00,0.00,0.00,4.00,0.00,162.00,3.00,0.00,
3685.00,10.00,176.00,-5.00,0.00,0.00,0.00,0.00,-5.00,-10.00,5483.00,5.00,0.00,
3686.00,10.00,70.00,-13.00,1.00,1.00,3.00,3.00,4.00,-2.00,1.00,-126.00,0.00,
3687.00,7.00,152.00,70.00,1.00,1.00,2.00,2.00,16.00,0.00,65.00,3.00,0.00,
3688.00,10.00,131.00,-34.00,0.00,-1.00,0.00,-3.00,1.00,-1.00,-596.00,0.00,0.00,
3689.00,9.00,153.00,55.00,0.00,-1.00,0.00,-3.00,27.00,0.00,-21.00,1.00,0.00,
3690.00,10.00,110.00,0.00,1.00,1.00,3.00,3.00,-1.00,0.00,0.00,3.00,0.00,
3691.00,10.00,0.00,0.00,1.00,1.00,3.00,3.00,0.00,0.00,0.00,31.00,0.00,
3692.00,9.00,55.00,-12.00,0.00,-1.00,0.00,-3.00,-4.00,0.00,23.00,11.00,0.00,
3693.00,9.00,67.00,17.00,0.00,-1.00,0.00,-3.00,-1.00,0.00,-1.00,13.00,0.00,
3694.00,10.00,21.00,0.00,0.00,-4.00,0.00,-3.00,-4.00,0.00,2.00,2.00,0.00,
3695.00,9.00,29.00,11.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,-82.00,0.00,
3696.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.00,0.00,3.00,12.00,0.00,
3697.00,9.00,155.00,28.00,0.00,0.00,0.00,0.00,8.00,30.00,-51.00,1.00,0.00,
3698.00,10.00,88.00,-2.00,0.00,0.00,0.00,0.00,0.00,0.00,-107.00,-1.00,0.00,
3699.00,10.00,67.00,36.00,0.00,0.00,0.00,0.00,26.00,1.00,5.00,16.00,0.00,
3700.00,6.00,187.00,9.00,0.00,0.00,0.00,0.00,4.00,1.00,1333.00,2.00,0.00,
3701.00,10.00,120.00,16.00,1.00,1.00,3.00,3.00,2.00,-4.00,1181.00,4.00,0.00,
3702.00,10.00,89.00,-13.00,0.00,0.00,0.00,0.00,-38.00,2.00,17.00,-6.00,0.00,
3703.00,7.00,177.00,-2.00,0.00,-4.00,0.00,-3.00,-15.00,10.00,95.00,3.00,0.00,
3704.00,6.00,143.00,91.00,1.00,-2.00,3.00,0.00,4.00,1.00,-4.00,-15.00,0.00,
3705.00,10.00,95.00,-67.00,2.00,0.00,3.00,0.50,8.00,-5.00,-48.00,-2.00,0.00,
3706.00,10.00,142.00,-7.00,0.00,0.00,0.00,0.00,1.00,5.00,-2068.00,0.00,0.00,
3707.00,9.00,198.00,32.00,0.00,0.00,0.00,0.00,32.00,5.00,46.00,-2.00,0.00,
3708.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
3709.00,9.00,170.00,-2.00,0.00,-1.00,0.00,-3.00,-14.00,-2.00,27.00,-2.00,0.00,
3710.00,10.00,55.00,-11.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,
3711.00,10.00,145.00,36.00,4.00,2.00,3.00,0.00,37.00,1.00,-199.00,0.00,0.00,
3712.00,9.00,129.00,70.00,0.00,0.00,0.00,0.00,122.00,5.00,92.00,31.00,0.00,
3713.00,9.00,219.00,-11.00,1.00,-2.00,2.00,-0.67,6.00,-2.00,603.00,0.00,0.00,
3714.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,31.00,0.00,
3715.00,10.00,65.00,58.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,30.00,0.00,
3716.00,10.00,83.00,-29.00,0.00,-1.00,0.00,-3.00,-18.00,-4.00,-3.00,-3.00,0.00,
3717.00,10.00,157.00,49.00,6.00,2.00,3.00,-0.50,175.00,2.00,-482.00,0.00,0.00,
3718.00,7.00,78.00,24.00,0.00,0.00,0.00,0.00,1.00,0.00,11.00,9.00,0.00,
3719.00,9.00,44.00,2.00,0.00,-1.00,0.00,-3.00,1.00,0.00,0.00,-3.00,0.00,
3720.00,10.00,74.00,-31.00,0.00,0.00,0.00,0.00,-11.00,0.00,27.00,12.00,0.00,
3721.00,10.00,125.00,-5.00,0.00,0.00,0.00,0.00,1.00,-5.00,1860.00,1.00,0.00,
3722.00,8.00,126.00,-8.00,1.00,-5.00,2.00,-0.83,-45.00,3.00,268.00,0.00,0.00,
3723.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
3724.00,10.00,0.00,-56.00,0.00,0.00,0.00,0.00,-9.00,-5.00,34.00,-4.00,0.00,
3725.00,10.00,30.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,14.00,2.00,0.00,
3726.00,9.00,13.00,-21.00,0.00,-4.00,0.00,-3.00,-50.00,0.00,-360.00,4.00,1.00,
3727.00,10.00,140.00,-4.00,0.00,-1.00,0.00,-2.00,-8.00,-3.00,-76.00,0.00,0.00,
3728.00,10.00,124.00,-45.00,0.00,0.00,0.00,0.00,3.00,5.00,9.00,0.00,0.00,
3729.00,9.00,126.00,-8.00,0.00,0.00,0.00,0.00,0.00,0.00,-46.00,5.00,0.00,
3730.00,10.00,178.00,1.00,3.00,2.00,3.00,3.00,38.00,1.00,164.00,0.00,0.00,
3731.00,9.00,125.00,10.00,2.00,0.00,3.00,0.00,15.00,0.00,75.00,0.00,0.00,
3732.00,9.00,189.00,12.00,1.00,1.00,3.00,3.00,21.00,5.00,-678.00,0.00,0.00,
3733.00,9.00,113.00,1.00,4.00,0.00,3.00,0.00,-19.00,0.00,-312.00,-1.00,0.00,
3734.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,31.00,0.00,
3735.00,10.00,36.00,15.00,0.00,0.00,0.00,0.00,6.00,0.00,-7.00,-46.00,0.00,
3736.00,10.00,166.00,-3.00,1.00,-1.00,3.00,-0.50,-62.00,-7.00,1073.00,0.00,0.00,
3737.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,
3738.00,10.00,105.00,16.00,0.00,0.00,0.00,0.00,111.00,2.00,171.00,-10.00,0.00,
3739.00,7.00,117.00,-31.00,1.00,-4.00,3.00,0.00,24.00,1.00,-5.00,3.00,0.00,
3740.00,10.00,201.00,-18.00,0.00,-5.00,0.00,-3.00,85.00,-1.00,-233.00,0.00,0.00,
3741.00,10.00,63.00,-25.00,0.00,0.00,0.00,0.00,-7.00,0.00,589.00,3.00,0.00,
3742.00,10.00,79.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,-98.00,3.00,0.00,
3743.00,10.00,109.00,-20.00,0.00,-2.00,0.00,-3.00,24.00,-1.00,122.00,0.00,0.00,
3744.00,10.00,55.00,0.00,0.00,0.00,0.00,0.00,-11.00,0.00,21.00,17.00,0.00,
3745.00,9.00,197.00,15.00,2.00,1.00,3.00,0.00,159.00,0.00,-185.00,0.00,0.00,
3746.00,10.00,73.00,-27.00,0.00,0.00,0.00,0.00,5.00,-2.00,28.00,6.00,0.00,
3747.00,10.00,104.00,40.00,0.00,-2.00,0.00,-3.00,28.00,0.00,-53.00,2.00,0.00,
3748.00,5.00,140.00,35.00,5.00,-5.00,3.00,0.00,31.00,-4.00,12.00,2.00,0.00,
3749.00,10.00,157.00,59.00,4.00,3.00,2.75,2.75,76.00,-3.00,5.00,-2.00,0.00,
3750.00,10.00,221.00,75.00,0.00,0.00,0.00,0.00,37.00,8.00,97.00,0.00,0.00,
3751.00,9.00,15.00,-10.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,31.00,0.00,
3752.00,10.00,112.00,-11.00,2.00,-3.00,3.00,0.00,31.00,0.00,30.00,-3.00,0.00,
3753.00,10.00,151.00,2.00,0.00,0.00,0.00,0.00,22.00,1.00,-73.00,0.00,0.00,
3754.00,10.00,149.00,22.00,7.00,5.00,3.00,0.00,-38.00,1.00,175.00,1.00,0.00,
3755.00,10.00,132.00,1.00,1.00,-8.00,3.00,0.00,7.00,0.00,13.00,0.00,0.00,
3756.00,10.00,36.00,-37.00,0.00,0.00,0.00,0.00,14.00,-1.00,26.00,3.00,0.00,
3757.00,10.00,142.00,-15.00,1.00,-2.00,3.00,0.00,17.00,-1.00,-82.00,0.00,0.00,
3758.00,10.00,69.00,-41.00,0.00,0.00,0.00,0.00,-3.00,0.00,638.00,3.00,0.00,
3759.00,10.00,27.00,-10.00,0.00,0.00,0.00,0.00,1.00,0.00,39.00,-63.00,0.00,
3760.00,10.00,94.00,-3.00,0.00,-1.00,0.00,-3.00,30.00,2.00,218.00,-10.00,0.00,
3761.00,10.00,76.00,0.00,1.00,1.00,3.00,3.00,-2.00,0.00,-4.00,1.00,0.00,
3762.00,10.00,98.00,60.00,0.00,0.00,0.00,0.00,4.00,1.00,-56.00,31.00,0.00,
3763.00,10.00,99.00,13.00,0.00,0.00,0.00,0.00,36.00,0.00,-24.00,-13.00,0.00,
3764.00,9.00,58.00,36.00,0.00,0.00,0.00,0.00,8.00,1.00,-16.00,1.00,0.00,
3765.00,10.00,82.00,-2.00,0.00,0.00,0.00,0.00,-9.00,0.00,60.00,-1.00,0.00,
3766.00,10.00,2.00,-14.00,0.00,0.00,0.00,0.00,0.00,0.00,-93.00,31.00,0.00,
3767.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
3768.00,9.00,92.00,-15.00,0.00,-2.00,0.00,-3.00,-51.00,-4.00,1659.00,0.00,0.00,
3769.00,9.00,52.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,-44.00,31.00,1.00,
3770.00,10.00,101.00,-30.00,0.00,0.00,0.00,0.00,-11.00,-4.00,-375.00,0.00,0.00,
3771.00,9.00,173.00,7.00,0.00,-1.00,0.00,-4.00,33.00,2.00,30.00,1.00,0.00,
3772.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,1.00,
3773.00,9.00,185.00,43.00,2.00,-2.00,3.00,1.00,-38.00,-1.00,224.00,0.00,0.00,
3774.00,10.00,158.00,-34.00,3.00,0.00,2.67,-0.33,-48.00,0.00,396.00,0.00,0.00,
3775.00,8.00,21.00,-3.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,10.00,0.00,
3776.00,10.00,195.00,17.00,3.00,-1.00,3.00,0.00,125.00,2.00,207.00,0.00,0.00,
3777.00,10.00,191.00,3.00,5.00,1.00,3.00,0.00,100.00,2.00,230414.00,0.00,0.00,
3778.00,9.00,164.00,19.00,2.00,-1.00,2.50,-0.50,105.00,0.00,-58.00,-1.00,0.00,
3779.00,5.00,68.00,16.00,3.00,2.00,3.00,0.00,-7.00,0.00,951.00,6.00,1.00,
3780.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
3781.00,8.00,64.00,-12.00,1.00,1.00,3.00,3.00,-11.00,0.00,161.00,-3.00,0.00,
3782.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
3783.00,10.00,6.00,-76.00,0.00,0.00,0.00,0.00,-2.00,-1.00,-52.00,-7.00,0.00,
3784.00,10.00,129.00,-6.00,0.00,-2.00,0.00,-2.00,20.00,0.00,95.00,0.00,0.00,
3785.00,10.00,136.00,0.00,0.00,0.00,0.00,0.00,20.00,3.00,121.00,7.00,0.00,
3786.00,10.00,34.00,-26.00,0.00,0.00,0.00,0.00,-1.00,0.00,5.00,3.00,0.00,
3787.00,9.00,5.00,-17.00,0.00,0.00,0.00,0.00,3.00,0.00,16.00,-87.00,0.00,
3788.00,8.00,107.00,43.00,3.00,3.00,3.00,3.00,167.00,0.00,0.00,0.00,0.00,
3789.00,8.00,234.00,2.00,0.00,0.00,0.00,0.00,-15.00,6.00,-937.00,0.00,0.00,
3790.00,9.00,53.00,-62.00,0.00,0.00,0.00,0.00,-2.00,-1.00,-8.00,16.00,0.00,
3791.00,9.00,43.00,8.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,-3.00,0.00,
3792.00,9.00,91.00,-21.00,0.00,0.00,0.00,0.00,5.00,0.00,126.00,6.00,0.00,
3793.00,10.00,140.00,-4.00,1.00,1.00,3.00,3.00,11.00,-2.00,-151.00,-2.00,0.00,
3794.00,10.00,183.00,11.00,0.00,0.00,0.00,0.00,13.00,6.00,116.00,0.00,0.00,
3795.00,10.00,207.00,37.00,1.00,-4.00,3.00,0.00,101.00,3.00,598.00,0.00,0.00,
3796.00,9.00,210.00,87.00,2.00,-7.00,3.00,0.00,56.00,3.00,142.00,-1.00,0.00,
3797.00,9.00,133.00,1.00,0.00,0.00,0.00,0.00,10.00,0.00,3887.00,0.00,0.00,
3798.00,9.00,112.00,51.00,1.00,1.00,3.00,3.00,22.00,1.00,-66.00,-2.00,0.00,
3799.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,
3800.00,10.00,78.00,-15.00,0.00,-1.00,0.00,-3.00,-2.00,-1.00,-11.00,1.00,0.00,
3801.00,9.00,128.00,-4.00,0.00,-1.00,0.00,-3.00,-79.00,-3.00,312.00,0.00,0.00,
3802.00,8.00,67.00,-1.00,0.00,0.00,0.00,0.00,5.00,0.00,57.00,10.00,0.00,
3803.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,-47.00,0.00,
3804.00,9.00,150.00,15.00,0.00,0.00,0.00,0.00,31.00,0.00,452.00,0.00,0.00,
3805.00,9.00,148.00,18.00,0.00,0.00,0.00,0.00,159.00,2.00,45.00,0.00,0.00,
3806.00,8.00,109.00,10.00,0.00,0.00,0.00,0.00,3.00,0.00,150.00,6.00,1.00,
3807.00,6.00,0.00,-41.00,0.00,0.00,0.00,0.00,-14.00,0.00,0.00,1.00,0.00,
3808.00,9.00,165.00,46.00,0.00,0.00,0.00,0.00,20.00,5.00,2.00,31.00,0.00,
3809.00,9.00,1.00,1.00,2.00,2.00,3.00,3.00,18.00,0.00,0.00,31.00,0.00,
3810.00,8.00,72.00,0.00,0.00,-1.00,0.00,-3.00,4.00,0.00,-4.00,0.00,0.00,
3811.00,8.00,40.00,-100.00,0.00,-1.00,0.00,-2.00,-16.00,0.00,4399.00,6.00,1.00,
3812.00,10.00,91.00,10.00,2.00,2.00,3.00,3.00,226.00,0.00,-24.00,0.00,0.00,
3813.00,9.00,14.00,11.00,0.00,0.00,0.00,0.00,19.00,0.00,1.00,19.00,0.00,
3814.00,4.00,23.00,-11.00,1.00,1.00,3.00,3.00,36.00,0.00,1.00,0.00,0.00,
3815.00,10.00,97.00,52.00,2.00,-2.00,3.00,0.00,27.00,1.00,0.00,-23.00,0.00,
3816.00,9.00,169.00,-33.00,1.00,-2.00,3.00,0.00,-31.00,-1.00,244.00,2.00,0.00,
3817.00,9.00,86.00,2.00,0.00,0.00,0.00,0.00,-6.00,3.00,0.00,0.00,0.00,
3818.00,9.00,79.00,-42.00,0.00,-1.00,0.00,-3.00,-3.00,-1.00,39.00,12.00,0.00,
3819.00,9.00,134.00,-18.00,1.00,1.00,3.00,3.00,39.00,3.00,247.00,0.00,0.00,
3820.00,8.00,141.00,-36.00,0.00,-1.00,0.00,-3.00,89.00,9.00,108.00,0.00,0.00,
3821.00,8.00,167.00,5.00,0.00,-2.00,0.00,-3.00,119.00,12.00,195.00,0.00,0.00,
3822.00,9.00,118.00,18.00,2.00,2.00,3.00,3.00,83.00,0.00,-47.00,-14.00,0.00,
3823.00,9.00,66.00,-108.00,0.00,-1.00,0.00,-3.00,-82.00,-1.00,56.00,0.00,0.00,
3824.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,31.00,0.00,
3825.00,8.00,86.00,-1.00,0.00,0.00,0.00,0.00,-2.00,0.00,-56.00,-5.00,0.00,
3826.00,8.00,18.00,-41.00,0.00,0.00,0.00,0.00,-4.00,0.00,10.00,-23.00,0.00,
3827.00,9.00,187.00,-31.00,0.00,0.00,0.00,0.00,44.00,-1.00,489.00,0.00,0.00,
3828.00,9.00,216.00,48.00,0.00,0.00,0.00,0.00,70.00,0.00,68.00,0.00,0.00,
3829.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
3830.00,9.00,159.00,-45.00,1.00,-3.00,3.00,0.00,-15.00,-2.00,-40.00,0.00,0.00,
3831.00,9.00,150.00,10.00,4.00,4.00,2.75,2.75,33.00,0.00,-63.00,-1.00,0.00,
3832.00,9.00,135.00,-15.00,1.00,1.00,3.00,3.00,54.00,1.00,-70.00,0.00,0.00,
3833.00,9.00,134.00,-5.00,0.00,0.00,0.00,0.00,-2.00,0.00,-63.00,3.00,0.00,
